""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"exposure_material_1"	"exposure_material_2"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"target_pathogen_4"	"target_pathogen_5"	"target_pathogen_6"	"target_pathogen_7"	"signature_file"	"complete_signature_file"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"NSFL1C"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"NSFL1C"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"PHF3"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"PHF3"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"CFAP20"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"C16orf80"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"TSPYL2"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"TSPYL2"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"PDP1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"PDP1"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"ANKZF1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"ANKZF1"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"DHX40"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"DHX40"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"RFX7"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"RFX7"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"E4F1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"E4F1"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"HEATR1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"HEATR1"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"YRDC"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"YRDC"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"KCTD9"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"KCTD9"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"PCYOX1L"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"PCYOX1L"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"ZBTB10"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"ZBTB10"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"C2orf49"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"C2orf49"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"UXS1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"UXS1"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"TESPA1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"TESPA1"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"KLF3-AS1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"FLJ13197"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"SLFN12"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"SLFN12"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"STAP1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"STAP1"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"LINS1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"LINS1"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"ATG16L1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"ATG16L1"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"FCRL2"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"FCRL2"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"MAP3K2"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"MAP3K2"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"SFPQ"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"SFPQ"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"LONP2"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"LONP2"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
""	"hipc_gene_cor_21743478"	"2011.07"	"hipc_gene_cor_34"	"peripheral blood mononuclear cell"	"HNRNPL"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"15"	"239"	"HNRNPL"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_cor_21743478_239.txt"	"hipc_gene_cor_complete_21743478_239.txt"
