""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"target_pathogen_4"	"target_pathogen_5"	"target_pathogen_6"	"target_pathogen_7"	"signature_file"	"complete_signature_file"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"RFX7"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"RFX7"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"E4F1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"E4F1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"YRDC"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"YRDC"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"KCTD9"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"KCTD9"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"PCYOX1L"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"PCYOX1L"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"ZBTB10"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"ZBTB10"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"C2orf49"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"C2orf49"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"UXS1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"UXS1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"TESPA1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"KIAA0748"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"KLF3-AS1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"FLJ13197"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"SLFN12"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"SLFN12"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"STAP1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"STAP1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"LINS1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"LINS1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"ATG16L1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"ATG16L1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"FCRL2"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"FCRL2"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"MAP3K2"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"MAP3K2"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"LONP2"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"LONP2"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"HNRNPL"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"HNRNPL"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"HNRNPA1"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"HNRNPA1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"CYLD"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"CYLD"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"SCAF4"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"SFRS15"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"TNKS2"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"TNKS2"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"STAG3L4"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"STAG3L4"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"RAB8B"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"RAB8B"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"BAG4"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"BAG4"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"SNX9"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"SNX9"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"RAB3IP"	"gene expression"	"negatively"	"none"	"7"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"15"	"238"	"RAB3IP"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_238.txt"	"hipciof_gene_corr_complete_21743478_238.txt"
