""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"RNF145"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"RNF145"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"ESYT1"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"ESYT1"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"UTP25"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"DIEXF"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"ASPRV1"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"ASPRV1"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"TP53I13"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"TP53I13"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"KCNC4"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"KCNC4"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"OGFOD1"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"OGFOD1"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"THEM6"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"C8orf55"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"DIP2A"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"DIP2A"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"PYCR2"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"PYCR2"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"LPCAT4"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"LPCAT4"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"BCL2L12"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"BCL2L12"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"PARP10"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"PARP10"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"NAE1"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"NAE1"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"TIAL1"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"TIAL1"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"ANKS6"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"ANKS6"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"PFDN4"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"PFDN4"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"RPS4X"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"RPS4X"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"FBXL15"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"FBXL15"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"RPL36"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"RPL36"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"GDPD5"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"GDPD5"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"PRR3"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"PRR3"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"CAD"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"CAD"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"SMAGP"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"SMAGP"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"SMDT1"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"SMDT1"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"OTUD3"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"OTUD3"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"MICA"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"MICA"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"CFAP97"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"CFAP97"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"RPL17"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"RPL17"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"DHRS12"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"DHRS12"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"RASGEF1A"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"RASGEF1A"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"TCTN2"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"TCTN2"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"RPS20"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"RPS20"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
""	"20171107-hipciof_gene_corr_27317456"	"2017.11.07"	"hipciof_gene_corr_31"	"peripheral blood mononuclear cell"	"TMEM237"	"gene expression"	"negatively"	"none"	"28"	"Days"	"2010"	"Fluarix"	""	"correlated with memory B cell response at 28d"	"time of vaccination (first dose)"	"seniors (50-74)"	"27317456"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456"	"6"	"212"	"TMEM237"	"VO_0000045"	"VO_0001176"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_27317456_212.txt"	"hipciof_gene_corr_complete_27317456_212.txt"
