name	id	definition	comment	broad	exact	related
pancreatic epsilon cell	CL_0005019	Ghrelin secreting cells found in the found in the exocrine pancreas.	In mammals the endocrine pancreas is called the Islets of Langerhans.		pancreatic E cell	
lymphangioblast	CL_0005020	Lymphatic progenitor cells. 	Usually express Prox1, or prox1b.			
mesenchymal lymphangioblast	CL_0005021	Mesenchymal derived lymphatic progenitor cells that give rise to the superficial lymphatics.				
vascular lymphangioblast	CL_0005022	Lymphatic progenitor cells, derived from the veins, that give rise to lymphatic endothelial cells.				
branchiomotor neuron	CL_0005023	Cranial motor neuron which innervates muscles derived from the branchial (pharyngeal) arches.			branchi  motor neuron |special visceral motor neuron	
somatomotor neuron	CL_0005024	A motor neuron that innervates a skeletal muscle.  These motor neurons are all excitatory and cholinergic.			somatic motor neuron	
visceromotor neuron	CL_0005025	A motor neuron that synapses to parasympathetic neurons that innervate tear glands, sweat glands, and the smooth muscles and glands of the pulmonary, cardiovascular, and gastrointestinal systems.	Note that these neurons do not synapse directly onto muscles		general visceral motor neuron	
hepatoblast	CL_0005026	Multi fate stem cell that gives rise to to both hepatocytes and cholangiocytes as descendants.				
preameloblast	CL_0007000	Skeletogenic cell that has the potential to develop into an ameloblast. Located in the inner enamel epithelium, these cells elongate, their nuclei shift distally (away from the dental papilla), and their cytoplasm becomes filled with organelles needed for synthesis and secretion of enamel proteins.	unsure of neural crest contribution. In VSAO we have develops_from CL:0000008			
skeletogenic cell	CL_0007001	Cell that has the potential to form a skeletal cell type (e.g. cells in periosteum, cells in marrow) and produce extracellular matrix (often mineralized) and skeletal tissue (often mineralized).	Needs logical definition. Should be capable_of skeletal system morphogenesis? or skeletal tissue development? needs to be added to GO. NOTES:a cell type of the early embryo (see also: mesenchymal cells) that will give rise to mineralized connective tissue. Scleroblasts can differentiate into osteoblasts (bone-forming cells), chondroblasts (cartilage-forming cells), odontoblasts (dentin-forming cells), ameloblasts (enamel-forming cells). The mesenchymal cells developing into osteoblasts and chondroblasts are derived from the mesoderm. Those developing into odontoblasts are neural crest cells. Those developing into ameloblasts are derived from the ectoderm. (http://www.copewithcytokines.de/cope.cgi?key=scleroblasts)		scleroblast	
precementoblast	CL_0007002	Skeletogenic cell that has the potential to develop into a cementoblast.				
preodontoblast	CL_0007003	Skeletogenic cell that has the potential to form an odontoblast, deposits predentine, and arises from a cranial neural crest cell.				
premigratory neural crest cell	CL_0007004	Cell that is part of the neural crest region of the neuroepithelium, prior to migration. Note that not all premigratory neural crest cells may become migratory neural crest cells.				
notochordal cell	CL_0007005	Cell that is part of the notochord.	NOTE: TO DO, notochord development still needs work.			
chordamesodermal cell	CL_0007006	Mesodermal cell that is axially located and gives rise to the cells of the notochord.			axial mesodermal cell	
notochordal sheath cell	CL_0007007	Notochordal cell that is part of the outer epithelium of the notochord and surrounds the vacuolated notochord cells.				
notochordal vacuole cell	CL_0007008	Notochordal cell that is inner portion of the notochord and becomes vacuolated as development proceeds.			chordablast|chordoblast	
prechondroblast	CL_0007009	Skeletogenic cell that has the potential to develop into a chondroblast; and arises from neural crest, meseosdermal and notochordal and connective tissue cells.				
preosteoblast	CL_0007010	Skeletogenic cell that has the potential to transform into an osteoblast, and develops from neural crest or mesodermal cells.			osteoprogenitor cell	
enteric neuron	CL_0007011	Neuron that is part of the enteric nervous system.				
non-terminally differentiated odontoblast	CL_0007012	Odontoblast that non-terminally differentiated, located in the odontogenic papilla and dentine tissue, and transforms from a odontoblast cell.				
terminally differentiated odontoblast	CL_0007013	Odontoblast that is terminally differentiated and derived from an odontogenic papilla and associated with dentine.				
obsolete cell line cell	CL_0007014	OBSOLETE: A cultured cell that has been passaged at least one time in culture.	Obsoleted in July 2013 and replaced by the CLO 'cell line cell' class, as a result of CLO-OBI-CL alignment efforts.  Covers cells actively being cultured or stored in a quiescent state for future use.		passaged cultured cell	
obsolete mortal cell line cell	CL_0007015	OBSOLETE: A cell line cell that is expected to be capable of replicating a limited number of times in culture before undergoing senescence. Mortal cell line cells cannot be propagated indefinitely (as immortal cell line cells can).	Obsoleted in July 2013 and replaced by the CLO 'mortal cell line cell' class, as a result of CLO-OBI-CL alignment efforts.  Covers cells actively being cultured or stored in a quiescent state for future use.		finite cell line cell	primary cell line cell
adaxial cell	CL_0007016	Muscle precursor cell that is adjacent to the notochord and part of the presomitic mesoderm.	In teleosts, adaxial cells give rise to slow muscle myoblasts.			
Stiftchenzellen	CL_0007017	An epidermal cell with apical microvilli or a single apical projection have synaptic associations with nerve fibres in the epidermis. 	Taxon specificity not yet fully known, but are known in anuran larvae but not in adults.			
epidermal ciliary cell	CL_0007018	Ciliated cell of the embryonic epidermis and functions in embryonic movements.	Taxon specificity not clear -present in embryonic anurans.			
epidermal mucus secreting cell	CL_0007019		taxon specificity not clear. Appears in early larval stages of anurans and persists after metamorphosis.			
bottle cell	CL_0007020	Characteristic early embryonic cell with a bottle or flask shape that is first to migrate inwards at the blastopore during gastrulation in amphibians.				
alarm substance cell	CL_0007021	Secretory cell that produces a chemical mixture that triggers antipredator behavior. The substance is released only upon disruption of the epidermis. [Behavior of teleost fishes, second edition, edited by Pitcher, 1992]			club cell	
micropylar cell	CL_0007022	A specialized pore forming cell of the follicle, located adjacent to the animal pole of the oocyte. The micropylar cell makes the single micropyle (pore) through the chorion through which the sperm fertilizes the egg.			plug cell	
flask cell	CL_0007023	Epidermal cell rich in mitochondria. In amphibians, appears during metamorphosis. 				
non-striated muscle cell	CL_0008000	Any muscle cell in which the fibers are not organised into sarcomeres.				
hematopoietic precursor cell	CL_0008001	Any hematopoietic cell that is a precursor of some other hematopoietic cell type.				
skeletal muscle fiber	CL_0008002	A transversely striated, synctial cell of skeletal muscle. It is formed when proliferating myoblasts exit the cell cycle, differentiate and fuse.				
somatic muscle myotube	CL_0008003	A myotube that is part of some somatic muscle.  Examples include arthropod somatic muscle cells.				
somatic muscle cell	CL_0008004	A muscle cell that is part of some somatic muscle.				
obliquely striated somatic muscle cell	CL_0008005	A somatic muscle cell that is oblquely striated.  Examples include the somatic muscles of nematodes.				
muscle founder cell	CL_0008006	A myoblast that detemines the properties (size, shape and attachment to the epidermis) of a `somatic muscle myotube` (CL:0008003) .  It develops into a somatic muscle myotube via fusion with `fusion component myoblasts` (CL:0000621).				
visceral muscle cell	CL_0008007	A muscle cell that is part of some visceral muscle				
striated visceral muscle cell	CL_0008008	A visceral muscle cell that is striated.  Examples include the visceral muscle cells of arhtropods.				
transversely striated visceral muscle cell	CL_0008009	A visceral muscle that is transversely striated.  Examples include the visceral muscle cells of arthropods.				
cranial somatomotor neuron	CL_0008010	A cranial motor neuron whose soma is located in the midbrain andor hindbrain and which innervates the skeletal muscles of the eye or tongue.				
skeletal muscle satellite stem cell	CL_0008011	A skeletal muscle satellite cell that divides by stem cell division.  A proportion of this population undergoes symmetric stem cell division, producing two skeletal muscle satellite stem cells. The rest undergo asymmetric stem cell division - retaining their identity while budding off a daughter cell that differentiates into an adult skeletal muscle myoblast.				
quiescent skeletal muscle satellite cell	CL_0008012	A skeletal muscle satellite cell that is mitotically quiescent.  These cells are wedge shaped and have a large nuclear to cytoplasmic ratio with few organelles, a small nucleus and condensed interphase chromatin. Satellite cells typically remain in this state until activated following muscle damage.				
cranial visceromotor neuron	CL_0008013	 A visceromotor motor neuron whose soma is located in the hindbrain, and which synapses to parasympathetic neurons that innervate tear glands, sweat glands, and the smooth muscles of the head.				
excitatory motor neuron	CL_0008014	A motor neuron that is capable of directly inducing muscle contraction.	In vertebrates, all motor neurons are excitatory, but various types of inhibitory motor neurons exist in invertebrates.			
inhibitory motor neuron	CL_0008015	A motor neuron that is capable of directly inhibiting muscle contraction.	In vertebrates, all motor neurons are excitatory, but various types of inhibitory motor neurons exist in invertebrates.			
activated skeletal muscle satellite cell	CL_0008016	A skeletal muscle cell that has become mitotically active - typically following muscle damage.	More accurately - transformation_of ?			
adult skeletal muscle myoblast	CL_0008017	A skeletal muscle myoblast that is part of a skeletal mucle.  These cells are formed following acivation and division of skeletal muscle satellite cells. They form a transient population that is lost when they fuse to form skeletal muscle fibers.	The vast majority of these cells develop from skeletal muscle satellite cells, although there are some reports of other origins.	myogenic precursor cell		
somatic muscle myoblast	CL_0008018	A myoblast that is commited to developing into a somatic muscle.				
mesenchymal cell	CL_0008019	A non-polarised cell precursor cell that is part of some mesenchyme, is associated with the cell matrix but is not connected to other cells and is capable of migration.			mesenchyme cell	
skeletal muscle satellite myogenic cell	CL_0008020	A skeletal muscle satellite cell that undergoes symmetric division to produce two adult skeleltal muscle myoblasts.				
anterior lateral line ganglion neuron	CL_0008021					
endocardial cushion cell	CL_0008022	A mesenchymal cell of the endocardial cushion.   These cells develop via an epithelial to mesenchymal transition when endocardial cells break cell-to-cell contacts and migrate into the cardiac jelly. Cells from this population form the heart septa and valves.				
cardiac fibroblast	CL_0008023		Duplicate term.			
pancreatic endocrine cell	CL_0008024	An endocrine cell that is part of the pancreas.				
noradrenergic neuron	CL_0008025	A neuron that release noradrenaline (noriphinephrine) as a neurotransmitter.				
